"name","source","capacity","lat","lon"
"","solar","",11.7687111,106.8112948
"","solar","",13.6016514,108.1864125
"","solar","",13.6030226,108.1866176
"","solar","",11.0599577,107.4985184
"","solar","",9.9631035,105.3575657
"","solar","",10.6045171,107.0329083
"","solar","",10.5571057,107.4620309
"","solar","",10.5680338,105.6646049
"","solar","",11.3313392,108.3791291
"","solar","",12.5261794,109.1942767
"","solar","",11.5804751,106.3210648
"","solar","",10.8761555,107.5047183
"","solar","",11.5110123,106.1603401
"","solar","",11.5123868,106.1589427
"","solar","",11.7093874,108.9459040
"","solar","",12.6642800,107.8951695
"","solar","",12.9977967,108.2361011
"","solar","",11.6719206,108.8864100
"","solar","",10.7175167,107.7594739
"","solar","",13.5639645,108.1077433
"","solar","",12.0628957,107.5889906
"","solar","",12.7156986,107.9728644
"","solar","",11.0468981,108.2021785
"","solar","",20.5168884,106.2262032
"","solar","",12.8883760,108.1790350
"","solar","",10.5498597,107.3625908
"","solar","",11.4446369,107.9024893
"","solar","",13.5148347,107.8729186
"","solar","",11.5517788,106.2377018
"","solar","",11.7772160,106.6204275
"","solar","",11.3693253,107.8855296
"","solar","",12.2236963,108.9267974
"","solar","",11.4302882,106.8510660
"","solar","",15.0847905,108.5481076
"","solar","",11.5764023,106.3213961
"","solar","",11.5348397,106.9412519
"","solar","",10.5423478,107.3749778
"","solar","",9.2683914,105.6939000
"","solar","",11.1456703,107.3057855
"","solar","",13.5872376,108.2015314
"","solar","",10.5230369,107.3857101
"","solar","",13.6071911,108.4054148
"","solar","",9.4163328,105.4141509
"","solar","",11.6957587,108.4333554
"","solar","",11.6946831,108.4328538
"","solar","",10.8258189,107.5038962
"","solar","",13.6698129,107.8419323
"","solar","",11.7245412,106.5651969
"","solar","",11.7229654,106.5640918
"","solar","",11.7197791,108.8074733
"","solar","",11.7067891,108.7720218
"","solar","",11.7586861,106.5651271
"","solar","",11.8891300,107.4916614
"","solar","",12.5484647,109.0259962
"","solar","",11.5701530,107.5265105
"","solar","",12.9343436,108.4451410
"","solar","",10.7600374,107.9877573
"","solar","",14.0115103,108.2222890
"","solar","",13.7772947,108.1002801
"","solar","",13.9689830,108.5774471
"","solar","",10.9814809,107.3038135
"","solar","",11.4592570,107.9678466
"","solar","",10.9557926,107.9250674
"","solar","",10.7392449,107.4161290
"","solar","",11.6553496,109.0842625
"","solar","",11.6556577,109.0845126
"","solar","",11.6557715,109.0853156
"","solar","",11.6547589,109.0863466
"","solar","",11.7197220,108.4366605
"","solar","",12.3408200,108.9059888
"","solar","",11.5189837,106.7722211
"","solar","",13.1081808,108.9510458
"","solar","",11.2202001,106.5934137
"","solar","",10.8090757,107.5642768
"","solar","",18.5118462,105.6190221
"","solar","",12.4964357,108.0396568
"","solar","",15.8190958,108.2044523
"","solar","",12.2881421,108.9526177
"","solar","",11.7736825,106.7909476
"","solar","",11.7613686,106.5568257
"","solar","",12.3332927,108.9627818
"","solar","",11.5194428,108.9884808
"","solar","",12.0931467,107.5616744
"","solar","",11.4431338,108.8958869
"","solar","",11.8695873,107.5159554
"","solar","",12.0330261,109.1224914
"","solar","",12.0345069,109.1235649
"","solar","",12.0346066,109.1229775
"","solar","",11.9372444,106.5824314
"","solar","",12.8680889,108.4729542
"","solar","",13.0345697,108.1147955
"","solar","",13.0340183,108.1138332
"","solar","",11.6666618,108.0400892
"","solar","",10.8952292,107.0959443
"","solar","",11.9612280,107.6608082
"","solar","",11.5184935,106.6290749
"","solar","",14.0391097,108.9958562
"","solar","",11.7074819,106.6904244
"","solar","",11.8480810,106.4954038
"","solar","",12.5506580,109.0876166
"","solar","",11.7634424,106.6967652
"","solar","",12.8172688,108.3779416
"","solar","",13.8072163,107.8872911
"","solar","",12.0384857,107.5467445
"","solar","",11.8747385,106.8990728
"","solar","",9.2236134,105.0774003
"","solar","",11.0740499,107.0041403
"","solar","",14.4336990,107.9583932
"","solar","",12.7233712,107.9662205
"","solar","",13.6754722,107.8561641
"","solar","",10.8752929,107.5236789
"","solar","",13.5068562,108.1054137
"","solar","",11.4920684,106.8940987
"","solar","",11.4813153,106.9398853
"","solar","",11.6702802,109.0608106
"","solar","",11.4357735,108.8852754
"","solar","",13.3975740,108.4023316
"","solar","",13.3980553,108.4001711
"","solar","",11.6198063,109.0776823
"","solar","",11.6219521,109.0765498
"","solar","",11.6224165,109.0786164
"","solar","",11.6232835,109.0769635
"","solar","",11.7617119,109.0766021
"","solar","",11.7545897,106.5019711
"","solar","",11.5057833,107.5173193
"","solar","",12.5973014,109.1707235
"","solar","",11.8712344,109.1048042
"","solar","",18.5506564,105.3240374
"","solar","",14.2843984,107.9886398
"","solar","",12.5520698,107.9868374
"","solar","",12.8731080,108.0629645
"","solar","",13.5192760,108.4660126
"","solar","",11.9382902,106.7689656
"","solar","",18.3817668,105.5636499
"","solar","",11.9235792,106.7427731
"","solar","",9.7993518,105.2508912
"","solar","",11.9017763,106.7051833
"","solar","",11.9025798,106.7050673
"","solar","",10.8719299,107.3992358
"","solar","",11.6495117,106.8257989
"","solar","",11.6117643,106.5462738
"","solar","",11.8083727,108.7228664
"","solar","",12.8622630,108.3641678
"","solar","",12.6960445,108.4369495
"","solar","",12.6948436,108.4363675
"","solar","",13.6383809,107.9909598
"","solar","",12.5908920,107.9176176
"","solar","",12.6953263,107.9760267
"","solar","",12.6931630,107.9784461
"","solar","",17.5130469,106.5010800
"","solar","",17.5136378,106.4998904
"","solar","",12.8418064,108.0741117
"","solar","",12.5583060,107.9558847
"","solar","",10.8249291,107.9845822
"","solar","",13.0233397,108.1071183
"","solar","",13.0236780,108.1061715
"","solar","",14.4345951,107.9633385
"","solar","",11.2270825,106.4946681
"","solar","",11.2283802,106.4965946
"","solar","",11.2286019,106.4946104
"","solar","",12.7544488,108.5522469
"","solar","",11.2225896,108.2930893
"","solar","",12.1259408,107.6602328
"","solar","",12.0555132,106.9176605
"","solar","",9.7624422,105.4260532
"","solar","",11.7323069,106.6360688
"","solar","",12.7141510,107.9189224
"","solar","",12.7141562,107.9173198
"","solar","",10.8124138,107.5621772
"","solar","",11.9297116,106.8592279
"","solar","",16.6067484,107.4415389
"","solar","",14.5957321,107.8343678
"","solar","",11.4929279,106.7324117
"","solar","",11.2169193,108.6386785
"","solar","",14.4999455,107.9456486
"","solar","",11.6084131,106.4028668
"","solar","",11.7515567,106.9358077
"","solar","",10.7536401,106.2370352
"","solar","",11.4279522,106.8175725
"","solar","",11.6563114,108.8216032
"","solar","",9.7575585,105.3122357
"","solar","",18.5562576,105.8472607
"","solar","",9.9837792,105.1305509
"","solar","",9.9850340,105.1291535
"","solar","",11.2719335,105.9251527
"","solar","",13.0394973,108.2570444
"","solar","",11.1746812,108.1540717
"","solar","",13.9049060,107.9918356
"","solar","",13.7544513,108.0113085
"","solar","",17.7779300,106.4480835
"","solar","",12.6773075,107.9245188
"","solar","",12.8798182,108.4775119
"","solar","",12.6450951,107.8980830
"","solar","",11.5272662,107.4494715
"","solar","",14.9352778,108.8621394
"","solar","",14.9362198,108.8617766
"","solar","",18.2576426,105.8716761
"","solar","",18.2593467,105.8713349
"","solar","",11.5806091,108.5157354
"","solar","",11.2007614,107.4129163
"","solar","",11.6298659,106.8498785
"","solar","",14.0100620,108.2471437
"","solar","",11.4865361,106.9052614
"","solar","",13.5795933,108.1055016
"","solar","",13.0965107,109.1917889
"","solar","",13.9101861,108.5556661
"","solar","",11.4837256,106.9471595
"","solar","",12.7744672,107.8944393
"","solar","",11.0496635,107.0493838
"","solar","",13.7731585,107.5780539
"","solar","",11.1707433,106.0841353
"","solar","",13.7476847,109.0940546
"","solar","",11.0370122,107.4117201
"","solar","",11.7733936,106.8158928
"","solar","",13.5040727,108.0995424
"","solar","",11.1769132,107.2898560
"","solar","",12.6067613,109.1063712
"","solar","",11.9594549,106.8552107
"","solar","",13.9215164,107.9410171
"","solar","",11.6551096,106.6432813
"","solar","",13.8223165,108.5092767
"","solar","",11.2811111,106.3812268
"","solar","",11.3318086,108.4112788
"","solar","",12.6938623,107.9862466
"","solar","",12.6947938,107.9874770
"","solar","",12.6953171,107.9855472
"","solar","",12.6959242,107.9848016
"","solar","",11.4306903,106.8236169
"","solar","",12.0210256,107.4949631
"","solar","",11.5970969,106.2655472
"","solar","",14.1312631,108.5895484
"","solar","",14.1326430,108.5891367
"","solar","",10.9054991,105.4650157
"","solar","",11.5646065,107.9344592
"","solar","",10.1698272,105.9245392
"","solar","",14.1077718,108.5633279
"","solar","",13.4660469,108.3554721
"","solar","",13.4664623,108.3525814
"","solar","",11.4419945,107.0096365
"","solar","",11.6712535,108.0374291
"","solar","",9.2309886,105.0731014
"","solar","",12.4701953,108.0425870
"","solar","",11.5062334,108.9472774
"","solar","",11.5851561,106.3290082
"","solar","",14.5055947,107.7552561
"","solar","",12.0058010,106.7888018
"","solar","",12.3348333,108.9553334
"","solar","",12.0733493,107.4759081
"","solar","",12.5237692,109.0478622
"","solar","",15.0096244,108.8832691
"","solar","",13.4834212,107.8914151
"","solar","",11.1686632,108.2750889
"","solar","",11.1708486,108.2758172
"","solar","",10.7688403,105.5017935
"","solar","",12.6748928,108.4951562
"","solar","",13.3804321,109.1817501
"","solar","",11.1501151,107.3271078
"","solar","",10.5716974,107.4959944
"","solar","",12.7644039,108.0486643
"","solar","",12.7633256,108.0481734
"","solar","",12.7634452,108.0465514
"","solar","",12.9109282,108.1763166
"","solar","",12.6894814,107.9777942
"","solar","",9.2906788,105.6760566
"","solar","",11.0224464,107.4095039
"","solar","",12.7136499,107.9859240
"","solar","",11.5633780,106.3278562
"","solar","",12.6037472,108.1108546
"","solar","",10.5613364,107.4919831
"","solar","",14.0553780,109.0506577
"","solar","",11.3008955,107.3584011
"","solar","",10.7201158,107.4975984
"","solar","",11.5296900,108.8688026
"","solar","",10.2731974,105.7108958
"","solar","",12.8081861,108.0982979
"","solar","",16.4150929,107.5040236
"","solar","",11.5341386,108.8709484
"","solar","",10.6753595,107.5123277
"","solar","",10.6738591,107.5132846
"","solar","",11.6184573,108.8307488
"","solar","",10.8501012,107.5342079
"","solar","",11.8012681,107.0116411
"","solar","",11.7532419,108.7419321
"","solar","",13.3616469,108.4982743
"","solar","",10.6321704,107.3931089
"","solar","",13.6459894,108.0811546
"","solar","",11.4036222,106.8380043
"","solar","",10.8005882,107.9784742
"","solar","",9.6956165,105.4307304
"","solar","",12.5831356,107.9385441
"","solar","",13.4029071,108.1005656
"","solar","",12.7904755,108.0774101
"","solar","",11.2477000,108.3405047
"","solar","",10.9952029,107.4225287
"","solar","",11.5803753,106.9809325
"","solar","",12.9424905,108.0587795
"","solar","",11.2917239,107.4227915
"","solar","",9.8716224,105.2041192
"","solar","",13.0636688,109.0056288
"","solar","",12.6779146,107.8969994
"","solar","",12.6781226,107.8950669
"","solar","",11.4648615,108.8148279
"","solar","",12.1848149,109.1134999
"","solar","",12.1861913,109.1134368
"","solar","",10.6099546,107.3399180
"","solar","",14.9213385,108.9472760
"","solar","",11.0346632,107.3884405
"","solar","",14.1242388,107.9535605
"","solar","",12.1828649,109.1081603
"","solar","",14.9958777,108.4882106
"","solar","",10.9573963,107.9344176
"","solar","",12.5097499,108.0819538
"","solar","",12.5086489,108.0835364
"","solar","",12.8724916,108.1575123
"","solar","",12.5805453,107.9171663
"","solar","",12.7800277,108.3400473
"","solar","",11.2420387,107.4613684
"","solar","",10.8607730,105.4097474
"","solar","",11.3202479,107.1355190
"","solar","",10.9076416,107.6744552
"","solar","",11.5701339,107.0119858
"","solar","",11.4822865,108.9389009
"","solar","",11.8247904,108.8304993
"","solar","",11.5367660,108.8802228
"","solar","",10.9980669,107.9233736
"","solar","",12.3651615,108.1743063
"","solar","",11.5628755,107.5191727
"","solar","",13.6493961,108.0797483
"","solar","",11.6118079,107.0219589
"","solar","",12.4404373,108.8445145
"","solar","",13.6123444,108.2169306
"","solar","",11.5786719,108.8694846
"","solar","",11.1779328,108.1551621
"","solar","",11.2296127,107.3228129
"","solar","",13.9665818,108.1750352
"","solar","",13.9677382,108.1745846
"","solar","",11.0447526,108.2037523
"","solar","",11.5399860,106.6597058
"","solar","",13.0722634,108.1410100
"","solar","",10.8774475,107.2273416
"","solar","",12.2563970,109.1703584
"","solar","",12.1562090,109.0667181
"","solar","",13.9930877,109.0357930
"","solar","",20.8606440,106.5725106
"","solar","",15.2420940,108.6581608
"","solar","",14.0517522,108.9831332
"","solar","",11.4749558,106.9272327
"","solar","",11.5074864,106.7601854
"","solar","",13.3580384,108.4969050
"","solar","",11.6515842,108.8975847
"","solar","",12.2821602,108.9673443
"","solar","",13.9624614,108.5440105
"","solar","",9.2482854,105.7986349
"","solar","",16.5991144,107.4318829
"","solar","",9.4601502,105.4642626
"","hydro","",18.3892131,105.4890436
"","hydro","",19.5898283,104.7993766
"","hydro","",20.1185839,105.2036606
"","hydro","",19.8822432,105.3350499
"","hydro","",19.8960788,105.3767904
"","hydro","",19.5733214,104.7898655
"","hydro","",20.5935566,105.0267327
"","hydro","",20.7414406,105.0402403
"","hydro","",20.9439383,104.9749915
"","hydro","",20.9274907,104.9775061
"","hydro","",21.0795898,104.8495996
"","hydro","",20.8508562,104.5705667
"","hydro","",21.0893101,104.3751946
"","hydro","",20.3963257,105.3711014
"","hydro","",21.7888941,104.4266474
"","hydro","",21.7861072,104.4264342
"","hydro","",21.4999206,104.0911191
"","hydro","",21.6202698,104.1726235
"","hydro","",21.7942899,104.3325890
"","hydro","",21.3533017,104.1787657
"","hydro","",21.4482406,104.1729185
"","hydro","",21.4567033,104.1939148
"","hydro","",21.7957630,104.1423936
"","hydro","",21.3335606,104.6808511
"","hydro","",21.5783927,104.4576323
"","hydro","",21.3095851,104.3485401
"","hydro","",21.8770089,106.6577625
"","hydro","",22.3038413,105.7238214
"","hydro","",22.0027488,106.5898973
"","hydro","",22.1709911,106.5000527
"","hydro","",22.3094556,104.4420808
"","hydro","",22.1253584,104.2168463
"","hydro","",21.2318285,103.3110415
"","hydro","",21.7887846,103.3233449
"","hydro","",21.6489223,103.7582866
"","hydro","",21.4131236,103.4073543
"","hydro","",22.5125731,102.8468290
"","hydro","",22.4393355,102.8340939
"","hydro","",22.3927165,103.0707143
"","hydro","",22.4488241,103.9455946
"","hydro","",22.4484114,103.9456818
"","hydro","",22.3986423,103.0992382
"","hydro","",22.2265783,103.7586500
"","hydro","",22.4745297,103.8585180
"","hydro","",22.6721769,106.5048498
"","hydro","",22.8984096,104.8436854
"","hydro","",22.6437716,103.4000427
"","hydro","",22.6910966,104.4653302
"","hydro","",22.6668285,104.4674170
"","hydro","",22.7374825,104.1933623
"","hydro","",22.5535822,103.3658955
"","hydro","",22.9233110,105.1152805
"","solar","",10.6847480,107.0204710
"","hydro","",11.2324245,108.0156201
"","solar","",10.9294095,106.7327142
"","solar","",10.9285457,106.7287445
"","solar","",10.9307684,106.7251289
"","solar","",10.9338286,106.7161033
"","hydro","",11.5532098,108.0152795
"","hydro","",11.6230010,107.7262070
"","hydro","",11.9049327,107.7341693
"","hydro","",11.8286286,108.1661671
"","hydro","",11.8075417,107.4075512
"","hydro","",11.9679388,108.5738281
"","hydro","",12.4823207,108.3408849
"","hydro","",12.5764262,108.9621690
"Dak Rung 1","hydro","",12.1142199,107.6336280
"","hydro","",12.2191180,107.9604470
"","hydro","",13.9110166,108.9415025
"","solar","",13.5320999,108.0887398
"Ea MDoal 3","hydro","",12.7995686,108.9309105
"","hydro","",12.6710729,107.9075351
"","hydro","",12.7614872,108.8991170
"","hydro","",12.9171484,109.1483653
"","solar","",12.9215118,109.1498579
"","hydro","",13.9257964,108.2251074
"","hydro","",14.7317350,107.8267577
"Dak Po ne 2","hydro","",14.5187804,108.2932770
"","hydro","",14.8856715,108.4644019
"","hydro","",14.8276568,108.7704045
"","hydro","",15.1650018,108.3746298
"","hydro","",15.1203091,108.6210201
"","hydro","",15.2684548,108.4979403
"","hydro","",15.0794517,108.0642888
"","hydro","",15.1525796,107.8913473
"","hydro","",15.0480759,107.6915262
"","hydro","",15.0587124,108.2757850
"","hydro","",14.9257586,107.9632271
"","hydro","",15.0563995,108.0862614
"","hydro","",15.6387002,107.5539838
"","hydro","",15.7827618,107.3692990
"","hydro","",16.1151741,107.6932615
"","hydro","",15.8007680,107.3553126
"","hydro","",15.9212659,107.5701977
"","hydro","",16.1410320,107.7499755
"","hydro","",19.5893140,104.8747574
"","solar","",13.7748408,107.5817205
"","solar","",12.2404459,108.9701271
"","hydro","",21.3553651,103.4071907
"","solar","",15.2634310,108.4771049
"","solar","",12.4649679,108.1279483
"","solar","",16.7882485,106.9653126
"","solar","",16.7859451,106.9616032
"","solar","",16.7867951,106.9577863
"","solar","",15.5894485,108.4414369
"","solar","",15.5730501,108.3657503
"","solar","",16.8287116,106.9276115
"","solar","",9.2008220,105.6659165
"","solar","",21.2413674,106.1333987
"","solar","",21.2448424,106.1361265
"","solar","",21.2402524,106.1513802
"Dak Pia","hydro","",14.6651268,108.1594415
"Dak Nong 2","hydro","",11.9633554,107.6669215
"Bu Ca Mau","hydro","",11.8712383,106.9767335
"Ia Grai 3","hydro","",14.0232878,107.6514915
"Ia Grai 1","hydro","",13.9719757,107.7238199
"Dak Ro Sa","hydro","",14.7471301,107.8358343
"Nhà máy điện nhiệt dư Hoà Phát Dung Quất 2","","300 MW",15.3833349,108.7901806
"Nam Ho","hydro","",22.5642419,103.6805186
"Song Chay 5","hydro","",22.7141740,104.5353332
"Nam La","hydro","",21.4052552,103.9833668
"Nam Mo 3","hydro","",21.3195988,104.3022251
"Nam Cat","hydro","",22.2016552,105.7775943
"","hydro","yes",22.7345130,106.5465248
"","solar","",10.7597786,106.4399578
"","solar","",10.7599446,106.4406967
"","solar","",10.7587931,106.4393073
"","solar","",10.7589445,106.4404352
"","solar","",10.7589182,106.4415724
"","solar","",10.7589367,106.4409448
"","solar","",10.7578590,106.4402649
"","solar","",10.7580144,106.4409073
"","solar","",10.7580026,106.4415510
"","solar","",10.7674333,106.4474773
"","hydro","",11.4148462,106.7209433
"","solar","",13.5829924,108.0991092
"","solar","",13.5835113,108.1055412
"","hydro","",21.2346610,104.5108822
"","hydro","",22.4820914,103.6651696
"","solar","",13.3677984,108.4513276
"","solar","",13.3676901,108.4499449
"","solar","",11.3500472,106.2318143
"Hồ Gia Hoét floating solar power plant","solar","35 MW",10.7034966,107.2886156
"","hydro","",14.7077324,107.8242445
"Da Dang 2","hydro","",11.7219639,108.2468446
"","hydro","",14.5110418,108.2159926
"","solar","",20.8918054,105.9741700
"Nhà máy Nhiệt điện Nông Sơn","coal","30 MW",15.7167600,108.0310321
"Nhà máy Nhiệt điện Cà Mau","gas","1500 MW",9.2401171,105.0611010
"Nhà máy Điện mặt trời Châu Đức","solar","yes",10.5787808,107.1859967
"Nhà máy điện mặt trời Trung Nam Thuận Nam","solar","450 MW",11.4369855,108.8447070
"Nhà máy điện mặt trời Hồng Phong 1A","solar","",11.0657237,108.2856058
"Nhà Máy Phong Điện Phương Mai 3","wind","21 MW",13.9202350,109.2431907
"Nhà máy điện gió Phương Mai 1","wind","26,4 MW",13.9092020,109.2479369
"","solar","yes",11.4426231,108.7768471
"Điện gió Hướng Linh","wind","60 MW",16.7201440,106.7795482
"Nhà máy điện gió Bạc Liêu","wind","241.2 MW",9.2231399,105.8032772
"Binh Thuan Wind Farm","wind","30 MW",11.2100637,108.6761493
"Dâm Nai Wind Farm","wind","39 MW",11.6577974,109.0491986
"Tan Linh Windfarm","wind","yes",16.6791284,106.6767833
"Huong Tan Windfarm","wind","yes",16.6669207,106.6949597
"Nhon Hoa 2 Windfarm","wind","yes",13.5401720,108.0770395
"Nhon Hoa 1 Windfarm","wind","yes",13.5255935,108.0739610
"Nhà máy Điện mặt trời Lộc Ninh 1-2-3","solar","550 MW",11.9290850,106.4699288
"Binh Dai 1 Phase 3","wind","yes",10.1540062,106.8535911
"Binh Dai I Phase 2","wind","yes",10.1096758,106.8198117
"Binh Dai I Phase 1","wind","yes",10.0935202,106.8454195
"Hong Phong 1 wind farm","wind","42.4 MW",11.0154963,108.3234675
"Phu Lac I wind farm","wind","yes",11.2246322,108.6911147
"Phu Lac II wind farm","wind","yes",11.2326821,108.6914228
"Thuan Nhien Phong wind farm","wind","",11.0511825,108.4091251
"Hoa Thang 1.2 wind farm","wind","",11.0719029,108.3727236
"Nhà máy Điện mặt trời Thuận Bắc","solar","256 MW",11.6877223,109.0092761
"Trang trại điện gió BT2","wind","yes",17.2563051,106.8268987
"Nhà máy Điện mặt trời Dầu Tiếng","solar","500 MW",11.4802868,106.2174001
"Nhà máy Điện mặt trời Thác Mơ","solar","50 MW",11.8578328,107.0196770
"Nhà máy điện gió Hòa Bình 1","wind","100 MW",9.1523927,105.7125401
"Nhà máy điện gió Hòa Bình 2","wind","50 MW",9.1167665,105.6145005
"","solar","yes",11.2975026,108.7222266
"","solar","yes",11.9911174,109.0837349
"Điện mặt trời Vĩnh Tân 1","solar","6.2 MW",11.3139392,108.8104369
"Nhà máy Nhiệt điện Phú Mỹ","gas","3975 MW",10.6022194,107.0354887
"Wind Farm Hoàng Hải","wind","yes",16.5889417,106.7671390
"Wind Farm Tài Tâm","wind","yes",16.5776600,106.7536024
"Nhà máy Nhiệt điện Hải Phòng","coal","1200 MW",20.9404516,106.7580175
"","solar","yes",11.2387225,108.6779595
"","solar","yes",12.7787767,108.3661057
"Nhà máy điện mặt trời Gio Thành 1,2","solar","100 MW",16.9171483,107.1490145
"","solar","yes",11.4698768,108.9629750
"Nhà máy điện gió Ia Pết – Đak Đoa 1 và 2","wind","198 MW",13.8949509,108.1203389
"","solar","yes",11.4336479,108.9960962
"Nhà máy điện mặt trời Mũi Né","solar","40 MW",10.9986271,108.3191764
"","solar","yes",11.6241426,108.8282544
"","solar","yes",11.5313291,108.8709819
"","solar","yes",11.5703166,108.8627314
"","solar","",11.4617714,108.7970280
"Nhà máy điện gió Nhơn Hội","wind","60 MW",13.8459880,109.2852077
"","solar","",11.8237321,109.0652463
"Nhà máy Điện gió BB Power Gia Lai","wind","100 MW",13.7777520,108.4532654
"Nhà máy điện mặt trời Phan Lâm 1","solar","36.72 MW",11.3282188,108.3615643
"Trang trại phong điện HBRE Chư Prông","wind","50 MW",13.7972393,107.9741398
"Nhà máy điện mặt trời Văn Giáo 1, 2","solar","100 MW",10.5677406,104.9671983
"Nhà máy Điện mặt trời Lộc Ninh 4","solar","200 MW",11.8962929,106.4947164
"Nhà máy điện gió Sóc Trăng","wind","30 MW",9.2362093,105.8486259
"Điện gió Trung Nam","wind","151.95 MW",11.7081280,109.0285456
"","wind","yes",11.6756805,109.0262584
"","wind","yes",11.7376771,109.0661287
"Điện gió Ea Nam - Đắk Lắk","wind","400 MW",13.1479971,108.2101608
"","wind","yes",13.1648399,108.2839242
"","wind","yes",13.0663485,108.2204443
"Điện gió Số 5 Ninh Thuận","wind","46.2 MW",11.5126469,108.8697279
"","wind","yes",9.6267000,106.5793884
"điện gió Đông Hải 1 Trà Vinh","wind","100 MW",9.5220464,106.4512646
"","solar","yes",11.4303023,108.8713145
"Nhà máy Điện mặt trời Ea Súp","solar","600 MW",13.3023789,107.7327168
"Nhà máy thủy điện Ngòi Phát","hydro","84 MW",22.6038647,103.7966333
"Nhà máy Nhiệt điện Mông Dương 2","coal","1200 MW",21.0732011,107.3486356
"Đập giữ nước thành phố Cao Bằng","hydro","yes",22.6546724,106.2675999
"Điện mặt trời Fujiwara","solar","yes",13.8628038,109.2719711
"Nhà máy điện Hiệp Phước","gas","375 MW",10.6425577,106.7473794
"Nhà máy điện khí LNG Hiệp Phước","gas","1200 MW",10.6401876,106.7502554
"Điện Mặt Trời Bình Nguyên","solar","50 MW",15.3301745,108.7089028
